/bbs/Gossiping/M.1632302909.A.E41.html,RRADA, 5F還可以追加一劑HPV,嬌生, 111.249.193.73 09/22 17:28 
/bbs/Gossiping/M.1632302909.A.E41.html,preisner, 要去打就快,嬌生,   203.67.6.202 09/22 17:28 
/bbs/Gossiping/M.1632302909.A.E41.html,axzs1111, 要打就打最頂的高端 才是正港台灣人,嬌生, 223.140.58.153 09/22 17:29 
/bbs/Gossiping/M.1632302909.A.E41.html,chen891276, 你國部長讓你打嬌生嗎,嬌生,114.137.123.244 09/22 17:29 
/bbs/Gossiping/M.1632302909.A.E41.html,vowpool, 靠嬌生carry是嗎,嬌生,  125.227.40.62 09/22 17:29 
/bbs/Gossiping/M.1632302909.A.E41.html,tyantmf, 當然追加高端 五劑,嬌生, 60.248.245.182 09/22 17:29 
/bbs/Gossiping/M.1632302909.A.E41.html,u9005205, 很以色列…,嬌生, 114.136.185.33 09/22 17:30 
/bbs/Gossiping/M.1632302909.A.E41.html,aikensh, 一劑高端 終身高端,嬌生,    39.9.235.31 09/22 17:30 
/bbs/Gossiping/M.1632302909.A.E41.html,sagarain, 去歐洲可能還要補,嬌生,  36.225.242.17 09/22 17:30 
/bbs/Gossiping/M.1632302909.A.E41.html,shy2260, 建議再追加高端,嬌生, 114.45.145.172 09/22 17:31 
/bbs/Gossiping/M.1632302909.A.E41.html,yzelly, 沒有台灣價值的疫苗，沒有打的必要,嬌生, 125.230.73.198 09/22 17:31 
/bbs/Gossiping/M.1632302909.A.E41.html,cerpherus, 高端可能要打四劑,嬌生,     27.52.39.3 09/22 17:31 
/bbs/Gossiping/M.1632302909.A.E41.html,Winston13840, = 打嬌生，但挨了三針 真香,嬌生,   101.12.89.88 09/22 17:34 
/bbs/Gossiping/M.1632302909.A.E41.html,sunnyyoung, 去哪生嬌生,嬌生,   49.216.58.55 09/22 17:35 
/bbs/Gossiping/M.1632302909.A.E41.html,rusa, 好 你生出來,嬌生,122.116.239.198 09/22 17:37 
/bbs/Gossiping/M.1632302909.A.E41.html,aix315, 很可以，但是公務員一樣買不到,嬌生,  42.72.175.253 09/22 17:38 
/bbs/Gossiping/M.1632302909.A.E41.html,Nonegrame, 一劑高端 終身高端,嬌生, 118.163.84.203 09/22 17:38 
/bbs/Gossiping/M.1632302909.A.E41.html,pkpk23456, 你要先確定混打不會出人命吧！除非你想,嬌生,  111.71.214.80 09/22 17:43 
/bbs/Gossiping/M.1632302909.A.E41.html,pkpk23456, 死在美國境外,嬌生,  111.71.214.80 09/22 17:43 
/bbs/Gossiping/M.1632302909.A.E41.html,ultraccs, 終身高端了 哪來嬌生,嬌生,112.105.115.236 09/22 18:08 
/bbs/Gossiping/M.1632302909.A.E41.html,qaz90427, 我同事 科興X2  BNTX2 高端X2 一共六針,嬌生,  110.87.164.11 09/22 18:08 
/bbs/Gossiping/M.1632302909.A.E41.html,ultraccs, 政府的混打 都沒想過第一劑高端之後的,嬌生,112.105.115.236 09/22 18:09 
/bbs/Gossiping/M.1632302909.A.E41.html,ultraccs, 混打,嬌生,112.105.115.236 09/22 18:09 
/bbs/Gossiping/M.1632234264.A.60B.html,DustToDust, 喇叭中又不會買,嬌生,  61.224.28.226 09/21 22:25 
/bbs/Gossiping/M.1632234264.A.60B.html,james732, 因該跟一劑高端差不多ㄅ,嬌生,  223.137.0.137 09/21 22:25 
/bbs/Gossiping/M.1632234264.A.60B.html,neos042, 高端比較強,嬌生,  49.217.56.248 09/21 22:26 
/bbs/Gossiping/M.1632234264.A.60B.html,john7643, 黨會說2000萬劑夠了,嬌生,  36.238.211.11 09/21 22:26 
/bbs/Gossiping/M.1632234264.A.60B.html,laroserose, 很強幹嘛打到3劑,又不是BNT,嬌生, 175.182.18.235 09/21 22:26 
/bbs/Gossiping/M.1632234264.A.60B.html,setsunabs, 至少打9劑才無敵,嬌生,  101.12.55.221 09/21 22:27 
/bbs/Gossiping/M.1632234264.A.60B.html,agong, 容量負荷不了就GG,嬌生, 111.71.214.128 09/21 22:28 
/bbs/Gossiping/M.1632234264.A.60B.html,n3688, 三倍界王拳,嬌生,  114.47.17.141 09/21 22:29 
/bbs/Gossiping/M.1632234264.A.60B.html,SRadiant, 一劑可以擋兩劑？跟科興比嗎？,嬌生, 114.34.103.217 09/21 22:30 
/bbs/Gossiping/M.1632234264.A.60B.html,chrisjay, 還是想打蘿莉,嬌生, 111.83.128.116 09/21 22:48 
