/bbs/Gossiping/M.1624832365.A.785.html,LAKobeBryant, 你就不要打啊 一堆人等著打,AstraZeneca,  111.240.80.56 06/28 06:21 
/bbs/Gossiping/M.1624832365.A.785.html,SRadiant, 放心，這說明書我早看過好幾遍了，那你,AstraZeneca,223.140.190.250 06/28 06:21 
/bbs/Gossiping/M.1624832365.A.785.html,greensaru, 我應該只有高端的命。。。。,AstraZeneca,  111.71.54.153 06/28 06:21 
/bbs/Gossiping/M.1624832365.A.785.html,SRadiant, 有看過英文說明書嗎？你有看過其他幾家,AstraZeneca,223.140.190.250 06/28 06:21 
/bbs/Gossiping/M.1624832365.A.785.html,SRadiant, 疫苗的說明書嗎？,AstraZeneca,223.140.190.250 06/28 06:21 
/bbs/Gossiping/M.1624832365.A.785.html,sam4105112, 4%最愛啊 96%打國產根本沒問題,AstraZeneca, 122.116.195.94 06/28 06:21 
/bbs/Gossiping/M.1624832365.A.785.html,warwolf, 因為你只看新聞才不知道這些,AstraZeneca,  59.127.80.120 06/28 06:22 
/bbs/Gossiping/M.1624832365.A.785.html,KKB, 你怎麼以為你打得到的錯覺,AstraZeneca,223.140.141.139 06/28 06:22 
/bbs/Gossiping/M.1624832365.A.785.html,myology, 其他牌子也都寫差不多的東西啦,AstraZeneca,111.249.112.114 06/28 06:23 
/bbs/Gossiping/M.1624832365.A.785.html,MayorKoWenJe, 這麼怕的話其他家疫苗指引要不要,AstraZeneca, 182.234.131.65 06/28 06:24 
/bbs/Gossiping/M.1624832365.A.785.html,coyoteY, 所以才要EUA啊!國家保證，出事國家扛,AstraZeneca, 220.141.99.201 06/28 06:24 
/bbs/Gossiping/M.1624832365.A.785.html,MayorKoWenJe, 也看一下？,AstraZeneca, 182.234.131.65 06/28 06:24 
/bbs/Gossiping/M.1624832365.A.785.html,hkahka, 55 歲以上效果不明確那幹嘛還從老的開始,AstraZeneca,  180.217.7.188 06/28 06:24 
/bbs/Gossiping/M.1624832365.A.785.html,hkahka, 打？,AstraZeneca,  180.217.7.188 06/28 06:24 
/bbs/Gossiping/M.1624832365.A.785.html,Rune, 重點是什麼？,AstraZeneca,     1.164.4.37 06/28 06:25 
/bbs/Gossiping/M.1624832365.A.785.html,glenmarlboro, 莫德納的其實也差不多 侵入性醫療不,AstraZeneca,  111.254.21.52 06/28 06:25 
/bbs/Gossiping/M.1624832365.A.785.html,glenmarlboro, 可能0風險,AstraZeneca,  111.254.21.52 06/28 06:25 
/bbs/Gossiping/M.1624832365.A.785.html,billybbb, 資料不完整一定的啊，緊急授權咩,AstraZeneca, 223.137.43.250 06/28 06:26 
/bbs/Gossiping/M.1624832365.A.785.html,boy1031, 說廢話，連殘劑都搶著打，好賣的很，要是,AstraZeneca,   42.73.243.52 06/28 06:27 
/bbs/Gossiping/M.1624832365.A.785.html,boy1031, 開放全民預約別說一天，2小時以內全台疫,AstraZeneca,   42.73.243.52 06/28 06:27 
/bbs/Gossiping/M.1624832365.A.785.html,boy1031, 苗清0，直接秒殺,AstraZeneca,   42.73.243.52 06/28 06:27 
/bbs/Gossiping/M.1624832365.A.785.html,SRadiant, https//i.imgur.com/IDiABAc.jpg,AstraZeneca,223.140.190.250 06/28 06:27 
/bbs/Gossiping/M.1624832365.A.785.html,SRadiant, https//i.imgur.com/pBCUkhr.jpg,AstraZeneca,223.140.190.250 06/28 06:28 
/bbs/Gossiping/M.1624832365.A.785.html,theskyofblue, 好像沒什麼新資訊,AstraZeneca,   58.114.81.78 06/28 06:28 
/bbs/Gossiping/M.1624832365.A.785.html,billybbb, 本來就要自己評估啊，有強制接種嗎？,AstraZeneca, 223.137.43.250 06/28 06:28 
/bbs/Gossiping/M.1624832365.A.785.html,ghchen1978, 每個說明書都寫得很保守啊，將自己責,AstraZeneca,   39.8.195.111 06/28 06:29 
/bbs/Gossiping/M.1624832365.A.785.html,SRadiant, 美國CDC網站，6/16更新(非舊資料)，簡,AstraZeneca,223.140.190.250 06/28 06:29 
/bbs/Gossiping/M.1624832365.A.785.html,ghchen1978, 任縮到最小,AstraZeneca,   39.8.195.111 06/28 06:29 
/bbs/Gossiping/M.1624832365.A.785.html,SRadiant, 體中文是官方可選的語言之一，非經過翻,AstraZeneca,223.140.190.250 06/28 06:29 
/bbs/Gossiping/M.1624832365.A.785.html,SRadiant, 譯。有沒有覺得這些警語似曾相識？,AstraZeneca,223.140.190.250 06/28 06:29 
/bbs/Gossiping/M.1624832365.A.785.html,Lovemayling, 謝謝分享,AstraZeneca,  111.71.121.71 06/28 06:29 
/bbs/Gossiping/M.1624832365.A.785.html,vcx530, 這已是常識，沒什麼呀？,AstraZeneca, 223.141.96.106 06/28 06:30 
/bbs/Gossiping/M.1624832365.A.785.html,SRadiant, 不要看到點自己不知道的東西，就像發現,AstraZeneca,223.140.190.250 06/28 06:31 
/bbs/Gossiping/M.1624832365.A.785.html,SRadiant, 新大陸一樣，殊不知其實大家都是這樣,AstraZeneca,223.140.190.250 06/28 06:31 
/bbs/Gossiping/M.1624832365.A.785.html,BlowjobFace, 要不要看其他藥品的說明書,AstraZeneca, 106.104.78.234 06/28 06:31 
/bbs/Gossiping/M.1624832365.A.785.html,rick102233, 輝瑞跟莫德納都是基因改造,AstraZeneca, 114.137.72.160 06/28 06:32 
/bbs/Gossiping/M.1624832365.A.785.html,rick102233, 不用基因改造 要等10年 你慢慢等,AstraZeneca, 114.137.72.160 06/28 06:32 
/bbs/Gossiping/M.1624832365.A.785.html,eemail, 這用爆卦就是認為別人都不知道的莫名邏輯,AstraZeneca,  116.89.140.10 06/28 06:32 
/bbs/Gossiping/M.1624832365.A.785.html,badbadook, 還蠻屌白俄,AstraZeneca,  180.217.18.29 06/28 06:33 
/bbs/Gossiping/M.1624832365.A.785.html,jokerming847, 好,AstraZeneca,   1.165.114.77 06/28 06:33 
/bbs/Gossiping/M.1624832365.A.785.html,jonsauwi, 這些不是都已經是常識了嗎……,AstraZeneca,   49.216.47.96 06/28 06:34 
/bbs/Gossiping/M.1624832365.A.785.html,iamfc, 那難道看到市面上的藥，詳列所有副作用，就,AstraZeneca, 114.136.39.162 06/28 06:34 
/bbs/Gossiping/M.1624832365.A.785.html,iamfc, 不吃了嗎,AstraZeneca, 114.136.39.162 06/28 06:34 
/bbs/Gossiping/M.1624832365.A.785.html,SRadiant, mRNA應該不是啦，用印(合成)的，非基改,AstraZeneca,223.140.190.250 06/28 06:34 
/bbs/Gossiping/M.1624832365.A.785.html,SRadiant, 發酵。但重組蛋白就是基因改造了XD,AstraZeneca,223.140.190.250 06/28 06:34 
/bbs/Gossiping/M.1624832365.A.785.html,AUwalker, 我也想知道你要爆啥？,AstraZeneca, 120.16.150.196 06/28 06:35 
/bbs/Gossiping/M.1624832365.A.785.html,SRadiant, 不過BNT跟Moderna都對S蛋白做了修飾，真,AstraZeneca,223.140.190.250 06/28 06:36 
/bbs/Gossiping/M.1624832365.A.785.html,SRadiant, 要說也是改了病毒的基因XD,AstraZeneca,223.140.190.250 06/28 06:36 
/bbs/Gossiping/M.1624832365.A.785.html,Chanlin01, 那你就不要打 不缺你一個,AstraZeneca,  27.52.193.223 06/28 06:37 
/bbs/Gossiping/M.1624832365.A.785.html,rick102233, 定義上三期疫苗只有大陸不是基改,AstraZeneca, 114.137.72.160 06/28 06:38 
/bbs/Gossiping/M.1624832365.A.785.html,jonsauwi, mRNA一定也是基改，我不相信沒對非編碼,AstraZeneca,   49.216.47.96 06/28 06:41 
/bbs/Gossiping/M.1624832365.A.785.html,jonsauwi, 區做改造,AstraZeneca,   49.216.47.96 06/28 06:41 
/bbs/Gossiping/M.1624832365.A.785.html,SRadiant, 含有基因改造生物體(GMO)這件事就要腺病,AstraZeneca,223.140.190.250 06/28 06:42 
/bbs/Gossiping/M.1624832365.A.785.html,SRadiant, 毒載體才有，重組蛋白是從GMO製造出來，,AstraZeneca,223.140.190.250 06/28 06:42 
/bbs/Gossiping/M.1624832365.A.785.html,SRadiant, mRNA疫苗則是與GMO無關，而是基因序列,AstraZeneca,223.140.190.250 06/28 06:42 
/bbs/Gossiping/M.1624832365.A.785.html,coolan, 所以說明書是爆卦?,AstraZeneca,210.209.186.105 06/28 06:42 
/bbs/Gossiping/M.1624832365.A.785.html,SRadiant, 本身有改造過而已,AstraZeneca,223.140.190.250 06/28 06:42 
/bbs/Gossiping/M.1624832365.A.785.html,yaes111, 呵呵 可憐 你是不是那種攤開仿單就不敢吃,AstraZeneca,114.136.190.241 06/28 06:43 
/bbs/Gossiping/M.1624832365.A.785.html,yaes111, 藥的人,AstraZeneca,114.136.190.241 06/28 06:43 
/bbs/Gossiping/M.1624832365.A.785.html,christopherl, 第十一類等高端,AstraZeneca,150.116.128.143 06/28 06:44 
/bbs/Gossiping/M.1624832365.A.785.html,rick102233, 應該是等三期的高端喔,AstraZeneca, 114.137.72.160 06/28 06:44 
/bbs/Gossiping/M.1624832365.A.785.html,farnorth, 好唷，那你不要打,AstraZeneca,   111.243.3.81 06/28 06:45 
/bbs/Gossiping/M.1624832365.A.785.html,cchpo, 你平常是不是都沒有看說明書才這麼大驚小怪,AstraZeneca,    114.36.19.2 06/28 06:45 
/bbs/Gossiping/M.1624832365.A.785.html,aids007, 能打就打,AstraZeneca,    1.200.98.33 06/28 06:46 
/bbs/Gossiping/M.1624832365.A.785.html,xform, 都說新冠疫苗，其他種類的藥物，你看一下,AstraZeneca, 36.227.160.131 06/28 06:48 
/bbs/Gossiping/M.1624832365.A.785.html,xform, 副作用的描述，看了你都不會想去服用,AstraZeneca, 36.227.160.131 06/28 06:48 
/bbs/Gossiping/M.1624832365.A.785.html,Dannyx,,AstraZeneca,   180.177.3.39 06/28 06:48 
/bbs/Gossiping/M.1624832365.A.785.html,xform, 別,AstraZeneca, 36.227.160.131 06/28 06:48 
/bbs/Gossiping/M.1624832365.A.785.html,LianD, 所以這篇要表達啥,AstraZeneca,   61.224.2.193 06/28 06:54 
/bbs/Gossiping/M.1624832365.A.785.html,AIyA878958, 欠噓 自以為專業,AstraZeneca, 49.216.174.153 06/28 06:57 
/bbs/Gossiping/M.1624832365.A.785.html,blacktea555, 噓你亂爆料,AstraZeneca,  119.56.103.88 06/28 06:58 
/bbs/Gossiping/M.1624832365.A.785.html,lianpig5566, 標準的自以為專業XD,AstraZeneca,  223.139.6.114 06/28 06:58 
/bbs/Gossiping/M.1624832365.A.785.html,chenchafan, 不要污名化基因改造,AstraZeneca,  49.216.51.179 06/28 06:59 
/bbs/Gossiping/M.1624832365.A.785.html,Mozai, 看不出來有什麼問題,AstraZeneca,     1.162.51.8 06/28 07:06 
/bbs/Gossiping/M.1624832365.A.785.html,Henrique, 你跟你的家人千萬不要打,AstraZeneca, 101.137.145.46 06/28 07:11 
/bbs/Gossiping/M.1624832365.A.785.html,kncc31, 大驚小怪仿單不都這樣 照這樣開的藥和檢查,AstraZeneca,   59.115.35.35 06/28 07:11 
/bbs/Gossiping/M.1624832365.A.785.html,combo9527, 好喔 國產最安全了 加油,AstraZeneca,  111.83.32.165 06/28 07:11 
/bbs/Gossiping/M.1624832365.A.785.html,kncc31, 你差不多都不用,AstraZeneca,   59.115.35.35 06/28 07:12 
/bbs/Gossiping/M.1624832365.A.785.html,l1256, 好聰明喔 只有你發現這件事呢,AstraZeneca,223.138.126.101 06/28 07:13 
/bbs/Gossiping/M.1624832365.A.785.html,ccufcc, 你到底想說些什麼……,AstraZeneca,111.252.108.149 06/28 07:14 
/bbs/Gossiping/M.1624832365.A.785.html,kk520you, 你還是等重症比疫苗安全,AstraZeneca,  111.83.100.73 06/28 07:16 
/bbs/Gossiping/M.1624832365.A.785.html,alex00089, 就都空白的,AstraZeneca,   42.75.62.247 06/28 07:19 
/bbs/Gossiping/M.1624832365.A.785.html,ESL63, 你的理解能力需要評估一下,AstraZeneca,  219.85.31.101 06/28 07:19 
/bbs/Gossiping/M.1624832365.A.785.html,BeckettLai, 想表達自己過去只看新聞標題過日子嗎,AstraZeneca,  203.204.67.76 06/28 07:20 
/bbs/Gossiping/M.1624832365.A.785.html,s9234032, 為啥這要爆掛O_O?,AstraZeneca,  61.228.90.175 06/28 07:21 
/bbs/Gossiping/M.1624832365.A.785.html,lyt40, 你該不會已經接種了吧？,AstraZeneca,  36.224.84.113 06/28 07:21 
/bbs/Gossiping/M.1624832365.A.785.html,yujchen, 大概是文組的，看完還看不懂，只會影射,AstraZeneca,  223.137.226.9 06/28 07:21 
/bbs/Gossiping/M.1624832365.A.785.html,kingtama, 人造的幾乎都是基因改造,AstraZeneca,  1.200.115.190 06/28 07:23 
/bbs/Gossiping/M.1624832365.A.785.html,kingtama, 原生大豆比基因改造的稀有,AstraZeneca,  1.200.115.190 06/28 07:24 
/bbs/Gossiping/M.1624832365.A.785.html,cherokee2006, 常識當爆卦，無知到可笑！！藍白粉,AstraZeneca,    27.53.106.8 06/28 07:24 
/bbs/Gossiping/M.1624832365.A.785.html,cherokee2006, 水準這麼低？,AstraZeneca,    27.53.106.8 06/28 07:25 
/bbs/Gossiping/M.1624832365.A.785.html,kccoaoa, 仿單每張都大同小異好嗎，你乾脆以後都,AstraZeneca,114.137.205.182 06/28 07:29 
/bbs/Gossiping/M.1624832365.A.785.html,kccoaoa, 吃中藥好了,AstraZeneca,114.137.205.182 06/28 07:29 
/bbs/Gossiping/M.1624832365.A.785.html,MoWilliams, 柯粉可憐哪,AstraZeneca,  42.77.216.154 06/28 07:32 
/bbs/Gossiping/M.1624832365.A.785.html,horseorange, 卦點在哪 ?,AstraZeneca,     61.64.0.73 06/28 07:33 
/bbs/Gossiping/M.1624832365.A.785.html,keikei5566, 所以你要爆什麼卦？,AstraZeneca,223.137.189.250 06/28 07:34 
/bbs/Gossiping/M.1624832365.A.785.html,hugo0015227, 基因改造到底是有什麼疑慮 黑人問號,AstraZeneca,  111.71.98.229 06/28 07:35 
/bbs/Gossiping/M.1624832365.A.785.html,tenching, …你的新發現 是別人的舊聞,AstraZeneca,220.137.134.180 06/28 07:35 
/bbs/Gossiping/M.1624832365.A.785.html,jericho0523, 第三點是小於18歲好嗎,AstraZeneca,  49.216.44.113 06/28 07:40 
/bbs/Gossiping/M.1624832365.A.785.html,Nexpring, 這有什麼特別嗎,AstraZeneca, 123.194.15.231 06/28 07:41 
/bbs/Gossiping/M.1624832365.A.785.html,jeff52, 你大概沒看過其他藥的說明書，看完大概所,AstraZeneca,203.204.119.138 06/28 07:44 
/bbs/Gossiping/M.1624832365.A.785.html,jeff52, 有藥都不能吃了,AstraZeneca,203.204.119.138 06/28 07:44 
/bbs/Gossiping/M.1624832365.A.785.html,Ithilloth, 藥品說明書都長這樣，井底之蛙,AstraZeneca,  36.231.109.55 06/28 07:46 
/bbs/Gossiping/M.1624832365.A.785.html,andre9, 你沒辦法選 國慘等你,AstraZeneca,   211.75.237.7 06/28 07:52 
/bbs/Gossiping/M.1624832365.A.785.html,alihue, 出去被撞機率都還比較高,AstraZeneca,   106.73.26.66 06/28 07:53 
/bbs/Gossiping/M.1624832365.A.785.html,ccucwc, 其他家疫苗我看你也打不下去了吧？,AstraZeneca, 152.165.18.237 06/28 07:54 
/bbs/Gossiping/M.1624832365.A.785.html,mack860120, 可憐,AstraZeneca,   114.41.24.16 06/28 07:57 
/bbs/Gossiping/M.1624832365.A.785.html,js255076, 繼續黑,AstraZeneca, 223.137.247.21 06/28 08:08 
